"Volcano.Number","Volcano.Name","Country","Volcanic.Region.Group","Volcanic.Region","Volcano.Landform","Primary.Volcano.Type","Activity.Evidence","Last.Known.Eruption.1","Latitude","Longitude","Elevation..m.","Dominant.Rock.Type","Tectonic.Setting","Location","Type","Status","Last.Known.Eruption","Tectonic_Summary"
333800,"Hiva Oa","France","Southern Pacific Volcanic Regions","Marquesas Hotspot Volcanic Group","Shield","Shield",NA,NA,-9.78,-139.03,1067,NA,"Intraplate / Oceanic crust (< 15 km)",NA,NA,NA,NA,"Intraplate"
333801,"Fatu Hiva","France","Southern Pacific Volcanic Regions","Marquesas Hotspot Volcanic Group","Shield","Shield",NA,NA,-10.47,-138.65,955,NA,"Intraplate / Oceanic crust (< 15 km)",NA,NA,NA,NA,"Intraplate"
333802,"Moorea","France","Southern Pacific Volcanic Regions","Society Islands Hotspot Volcano Group","Shield","Shield",NA,NA,-17.552,-149.823,1138,NA,"Intraplate / Oceanic crust (< 15 km)",NA,NA,NA,NA,"Intraplate"
333803,"Tahiti-Nui","France","Southern Pacific Volcanic Regions","Society Islands Hotspot Volcano Group","Shield","Shield",NA,NA,-17.696,-149.523,1631,NA,"Intraplate / Oceanic crust (< 15 km)",NA,NA,NA,NA,"Intraplate"
333804,"Tahiti-Iti","France","Southern Pacific Volcanic Regions","Society Islands Hotspot Volcano Group","Shield","Shield",NA,NA,-17.798,-149.237,1169,NA,"Intraplate / Oceanic crust (< 15 km)",NA,NA,NA,NA,"Intraplate"
333805,"Aitutaki","New Zealand","Southern Pacific Volcanic Regions","Austral-Cook Hotspot Volcano Group","Shield","Shield",NA,NA,-18.9,-159.77,124,NA,"Intraplate / Oceanic crust (< 15 km)",NA,NA,NA,NA,"Intraplate"
333806,"Rarotonga","New Zealand","Southern Pacific Volcanic Regions","Austral-Cook Hotspot Volcano Group","Shield","Shield",NA,NA,-21.23,-159.75,639,NA,"Intraplate / Oceanic crust (< 15 km)",NA,NA,NA,NA,"Intraplate"
333807,"Rurutu","France","Southern Pacific Volcanic Regions","Austral-Cook Hotspot Volcano Group","Shield","Shield",NA,NA,-22.45,-151.35,394,NA,"Intraplate / Oceanic crust (< 15 km)",NA,NA,NA,NA,"Intraplate"
333808,"Pitcairn","United Kingdom","Southern Pacific Volcanic Regions","Pitcairn Hotspot Volcano Group","Shield","Shield",NA,NA,-25.068,-130.113,313,NA,"Intraplate / Oceanic crust (< 15 km)",NA,NA,NA,NA,"Intraplate"
335010,"Antipodes Island","New Zealand","Southern Pacific Volcanic Regions","Campbell Plateau Volcanic Province","Minor","Pyroclastic cone(s)",NA,NA,-49.684,178.781,359,"Basalt / Picro-Basalt","Intraplate / Oceanic crust (< 15 km)","Pacific-S","Pyroclastic cones","Holocene?","?","Intraplate"
335040,"Pacific-Antarctic Ridge at 50.5°S","Undersea Features","Southern Pacific Volcanic Regions","Pacific-Antarctic Ridge Volcanic Province","Minor","Cone",NA,NA,-50.457,-139.154,-594,NA,"Unknown",NA,NA,NA,NA,"Unknown"
341000,"Prieto, Cerro","Mexico","Eastern Pacific Volcanic Regions","Gulf of California Rift Volcanic Province","Minor","Lava dome",NA,NA,32.418,-115.305,223,"Dacite","Rift zone / Continental crust (>25 km)","Mexico","Lava dome","Holocene","Unknown","Rift zone"
341002,"San Quintin Volcanic Field","Mexico","Eastern Pacific Volcanic Regions","Gulf of California Rift Volcanic Province","Cluster","Pyroclastic cone(s)",NA,NA,30.467,-116.012,260,"Trachybasalt / Tephrite Basanite","Rift zone / Continental crust (>25 km)","Mexico","Cinder cone","Holocene","U","Rift zone"
341005,"Coronado","Mexico","Eastern Pacific Volcanic Regions","Gulf of California Rift Volcanic Province","Composite","Stratovolcano",NA,NA,29.089,-113.515,443,"No Data (checked)","Rift zone / Continental crust (>25 km)","Mexico","Stratovolcano","Fumarolic","U","Rift zone"
341010,"Tres Virgenes","Mexico","Eastern Pacific Volcanic Regions","Gulf of California Rift Volcanic Province","Composite","Stratovolcano(es)",NA,NA,27.47,-112.591,1934,"Andesite / Basaltic Andesite","Rift zone / Continental crust (>25 km)","Mexico","Stratovolcano","Radiocarbon","D7","Rift zone"
341023,"Isabel, Isla","Mexico","North America Volcanic Regions","Basin and Range Volcanic Province","Minor","Tuff cone(s)",NA,NA,21.848,-105.886,95,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Mexico","Stratovolcano","Holocene","U","Subduction zone"
341081,"Papayo","Mexico","Middle America-Caribbean Volcanic Regions","Trans-Mexican Volcanic Arc","Minor","Lava dome",NA,NA,19.308,-98.7,3600,"Dacite","Subduction zone / Continental crust (>25 km)","Mexico","Lava dome","Holocene","U","Subduction zone"
341094,"Atlixcos, Los","Mexico","Middle America-Caribbean Volcanic Regions","Trans-Mexican Volcanic Arc","Shield","Shield",NA,NA,19.81,-96.527,775,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Mexico","Shield volcano","Holocene","U","Subduction zone"
341096,"Cofre de Perote","Mexico","Middle America-Caribbean Volcanic Regions","Trans-Mexican Volcanic Arc","Composite","Compound",NA,NA,19.492,-97.15,4282,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Mexico","Shield volcano","Radiocarbon","D6","Subduction zone"
341097,"Gloria, La","Mexico","Middle America-Caribbean Volcanic Regions","Trans-Mexican Volcanic Arc","Cluster","Volcanic field",NA,NA,19.33,-97.25,3500,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Mexico","Volcanic field","Holocene","U","Subduction zone"
341098,"Cumbres,  Las","Mexico","Middle America-Caribbean Volcanic Regions","Trans-Mexican Volcanic Arc","Composite","Stratovolcano",NA,NA,19.15,-97.27,3931,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)",NA,NA,NA,NA,"Subduction zone"
341800,"Leon, Cerro","Mexico","Eastern Pacific Volcanic Regions","Gulf of California Rift Volcanic Province","Minor","Cone",NA,NA,30.227,-114.655,280,NA,"Rift zone / Continental crust (>25 km)",NA,NA,NA,NA,"Rift zone"
341801,"San Ignacio Volcanic Field","Mexico","Eastern Pacific Volcanic Regions","Gulf of California Rift Volcanic Province","Cluster","Volcanic field",NA,NA,27.633,-113.05,1500,NA,"Rift zone / Oceanic crust (< 15 km)",NA,NA,NA,NA,"Rift zone"
341802,"Aguajito, El","Mexico","Eastern Pacific Volcanic Regions","Gulf of California Rift Volcanic Province","Caldera","Caldera",NA,NA,27.554,-112.552,1274,NA,"Rift zone / Continental crust (>25 km)",NA,NA,NA,NA,"Rift zone"
341803,"Reforma, La","Mexico","Eastern Pacific Volcanic Regions","Gulf of California Rift Volcanic Province","Caldera","Caldera",NA,NA,27.508,-112.392,1300,NA,"Rift zone / Continental crust (>25 km)",NA,NA,NA,NA,"Rift zone"
341804,"Pulpito, Punta","Mexico","Eastern Pacific Volcanic Regions","Gulf of California Rift Volcanic Province","Minor","Lava dome",NA,NA,26.517,-111.444,131,NA,"Rift zone / Continental crust (>25 km)",NA,NA,NA,NA,"Rift zone"
341805,"Mencenares, Cerro","Mexico","Eastern Pacific Volcanic Regions","Gulf of California Rift Volcanic Province","Minor","Lava dome(s)",NA,NA,26.28,-111.47,790,NA,"Rift zone / Continental crust (>25 km)",NA,NA,NA,NA,"Rift zone"
341806,"Moctezuma Volcanic Field","Mexico","North America Volcanic Regions","Basin and Range Volcanic Province","Cluster","Volcanic field",NA,NA,29.63,-109.52,0,NA,"Unknown",NA,NA,NA,NA,"Unknown"
341807,"Camargo Volcanic Field","Mexico","North America Volcanic Regions","Basin and Range Volcanic Province","Cluster","Pyroclastic cone(s)",NA,NA,27.75,-104.42,1900,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
341808,"Santo Domingo Volcanic Field","Mexico","North America Volcanic Regions","Basin and Range Volcanic Province","Cluster","Maar(s)",NA,NA,22.83,-100.08,1550,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
341809,"Ventura Volcanic Field","Mexico","North America Volcanic Regions","Basin and Range Volcanic Province","Cluster","Maar(s)",NA,NA,22.35,-100.7,2035,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
341810,"San Juan","Mexico","Middle America-Caribbean Volcanic Regions","Trans-Mexican Volcanic Arc","Composite","Stratovolcano(es)",NA,NA,21.47,-104.97,2240,NA,"Subduction zone / Continental crust (>25 km)",NA,NA,NA,NA,"Subduction zone"
341811,"Navajas, Las","Mexico","Middle America-Caribbean Volcanic Regions","Trans-Mexican Volcanic Arc","Shield","Shield",NA,NA,21.531,-104.729,1680,NA,"Subduction zone / Continental crust (>25 km)",NA,NA,NA,NA,"Subduction zone"
341812,"Santa Maria del Oro","Mexico","Middle America-Caribbean Volcanic Regions","Trans-Mexican Volcanic Arc","Minor","Maar",NA,NA,21.371,-104.571,1120,NA,"Subduction zone / Continental crust (>25 km)",NA,NA,NA,NA,"Subduction zone"
341813,"Tepetiltic","Mexico","Middle America-Caribbean Volcanic Regions","Trans-Mexican Volcanic Arc","Composite","Stratovolcano",NA,NA,21.27,-104.7,2020,NA,"Subduction zone / Continental crust (>25 km)",NA,NA,NA,NA,"Subduction zone"
341814,"San Pedro","Mexico","Middle America-Caribbean Volcanic Regions","Trans-Mexican Volcanic Arc","Caldera","Caldera",NA,NA,21.17,-104.73,2000,NA,"Subduction zone / Continental crust (>25 km)",NA,NA,NA,NA,"Subduction zone"
341815,"San Sebastian Volcanic Field","Mexico","Middle America-Caribbean Volcanic Regions","Trans-Mexican Volcanic Arc","Cluster","Pyroclastic cone(s)",NA,NA,20.83,-104.82,1780,NA,"Subduction zone / Continental crust (>25 km)",NA,NA,NA,NA,"Subduction zone"
341816,"Volcanes, Los","Mexico","Middle America-Caribbean Volcanic Regions","Trans-Mexican Volcanic Arc","Cluster","Volcanic field",NA,NA,20.33,-104.5,2080,NA,"Subduction zone / Continental crust (>25 km)",NA,NA,NA,NA,"Subduction zone"
