"Volcano Number","Volcano Name","Eruption Number","Eruption Category","Area of Activity","VEI","VEI Modifier","Start Year Modifier","Start Year","Start Year Uncertainty","Start Month","Start Day Modifier","Start Day","Start Day Uncertainty","Evidence Method (dating)","End Year Modifier","End Year","End Year Uncertainty","End Month","End Day Modifier","End Day","End Day Uncertainty"
"263310","Tengger Caldera","16052","Confirmed Eruption","Bromo","2","NULL","NULL","1928","NULL","12","NULL","16","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"264220","Iliboleng","16316","Confirmed Eruption","NULL","2","NULL","NULL","1948","NULL","4","NULL","29","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"283240","Iwatesan","17573","Confirmed Eruption","Nishi-Iwate and Higashi-Iwate","NULL","NULL","NULL","1450","100","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"290180","Zavaritzki Caldera","18473","Confirmed Eruption","N end of inner caldera","1","NULL","NULL","1923","8","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"263310","Tengger Caldera","16049","Confirmed Eruption","Bromo","2","NULL","NULL","1921","NULL","6","NULL","0","NULL","Observations: Reported","NULL","1921","NULL","10","NULL","17","NULL"
"264040","Tambora","16232","Confirmed Eruption","NULL","2","NULL","NULL","1819","NULL","8","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"264220","Iliboleng","16317","Confirmed Eruption","NULL","2","NULL","NULL","1949","NULL","2","NULL","4","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"282050","Kuchinoerabujima","16954","Confirmed Eruption","Furudake","NULL","NULL","NULL","-9520","300","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"282050","Kuchinoerabujima","16968","Confirmed Eruption","Shindake","2","?","NULL","1914","NULL","1","NULL","5","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"282050","Kuchinoerabujima","16971","Confirmed Eruption","Shindake","4","?","NULL","1933","NULL","12","NULL","23","NULL","Observations: Reported","NULL","1934","NULL","1","NULL","12","NULL"
"283240","Iwatesan","17571","Confirmed Eruption","Higashi-Iwate","NULL","NULL","?","150","NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"283240","Iwatesan","17572","Confirmed Eruption","Higashi-Iwate (Myoko-dake)","3","NULL","NULL","1300","50","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"283240","Iwatesan","18057","Confirmed Eruption","Higashi-Iwate","NULL","NULL","NULL","-4900","100","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"285030","Toya","18589","Confirmed Eruption","Usu","NULL","NULL","NULL","-6550","1500","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300272","Khangar","19494","Confirmed Eruption","NULL","NULL","NULL","NULL","-2700","25","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"305060","Changbaishan","19643","Confirmed Eruption","NULL","4","P","NULL","-180","80","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"305060","Changbaishan","19644","Confirmed Eruption","Millennium Eruption","6","NULL","NULL","946","NULL","11","NULL","15","45","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"311360","Shishaldin","20026","Confirmed Eruption","NULL","2","NULL","NULL","1948","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"311360","Shishaldin","20061","Confirmed Eruption","NULL","2","NULL","NULL","1827","NULL","0","NULL","0","NULL","Observations: Reported","NULL","1829","NULL","0","NULL","0","NULL"
"311360","Shishaldin","20094","Confirmed Eruption","NULL","3","NULL","NULL","1995","NULL","12","NULL","23","NULL","Observations: Reported","NULL","1996","NULL","5","<","16","NULL"
"320150","Wells Gray-Clearwater","20444","Confirmed Eruption","Kostal Cone","NULL","NULL","?","1550","NULL","0","NULL","0","NULL","Sidereal: Dendrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"332060","Haleakala","10266","Confirmed Eruption","East rift zone","NULL","NULL","NULL","-3070","40","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"332060","Haleakala","10283","Confirmed Eruption","Haleakala crater","NULL","NULL","NULL","80","40","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"332060","Haleakala","10284","Confirmed Eruption","Haleakala crater (Puu Nole)","NULL","NULL","NULL","790","50","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"344090","Momotombo","11002","Confirmed Eruption","NULL","2","NULL","NULL","1905","NULL","1","NULL","16","NULL","Observations: Reported","NULL","1905","NULL","1","NULL","21","NULL"
"351040","Machin","11305","Confirmed Eruption","NULL","NULL","NULL","?","-2650","NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"371020","Reykjanes","12491","Confirmed Eruption","Reykjaneshryggur (near Eldey)","NULL","NULL","?","920","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"371020","Reykjanes","12492","Confirmed Eruption","Reykjaneshryggur","2","NULL","<","1179","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"213020","Nemrut Dagi","13909","Confirmed Eruption","NULL","NULL","NULL","?","-7769","NULL","0","NULL","0","NULL","Sidereal: Varve Count","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"231160","Sawad, Harra Es-","14160","Confirmed Eruption","NULL","3","NULL","NULL","1253","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"251020","Manam","14895","Confirmed Eruption","NULL","2","NULL","NULL","1830","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"251020","Manam","14896","Confirmed Eruption","South Crater","2","NULL","NULL","1877","NULL","10","NULL","29","NULL","Observations: Reported","NULL","1877","NULL","11",">","13","NULL"
"251020","Manam","14899","Confirmed Eruption","NULL","2","NULL","NULL","1887","NULL","6","NULL","0","NULL","Observations: Reported","NULL","1895","NULL","0","NULL","0","NULL"
"251020","Manam","14913","Confirmed Eruption","NULL","2","NULL","NULL","1926","NULL","3","NULL","0","NULL","Observations: Reported","NULL","1928","NULL","3","NULL","1","30"
"252110","Bamus","15032","Confirmed Eruption","NULL","NULL","NULL","NULL","-350","75","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"332060","Haleakala","10288","Confirmed Eruption","Haleakala crater (Halali'i)","NULL","NULL","NULL","1010","40","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"334070","Galapagos Rift at 86°W","10347","Confirmed Eruption","Clambake vent area","0","NULL","NULL","1972","NULL","6","NULL","29","1","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"344090","Momotombo","10990","Confirmed Eruption","NULL","2","?","NULL","1736","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"354030","Huaynaputina","11794","Confirmed Eruption","NULL","NULL","NULL","NULL","-7750","200","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"371020","Reykjanes","12487","Confirmed Eruption","Reykjaneshryggur","NULL","NULL","NULL","-3800","300","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"371020","Reykjanes","12496","Confirmed Eruption","Reykjaneshryggur","3","NULL","NULL","1223","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"373090","Theistareykir","12955","Confirmed Eruption","Borgarhraun and other flows","0","NULL","?","-6800","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"382020","Pico","12989","Confirmed Eruption","SE flank (400 m)","2","NULL","NULL","1720","NULL","7","NULL","10","NULL","Observations: Reported","NULL","1720","NULL","12","?","0","NULL"
"384010","Fogo","13130","Confirmed Eruption","North caldera floor","2","NULL","NULL","1785","NULL","1","NULL","24","NULL","Observations: Reported","NULL","1785","NULL","2","NULL","25","NULL"
"373082","Heidarspordar","12930","Confirmed Eruption","Drangagrundahraun","0","NULL","?","-6150","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"212040","Santorini","13891","Confirmed Eruption","Nea Kameni (Triton, Ktenas, Fouque domes)","2","NULL","NULL","1939","NULL","8","NULL","20","NULL","Observations: Reported","NULL","1941","NULL","7","NULL","2","1"
"213020","Nemrut Dagi","13823","Confirmed Eruption","NULL","NULL","NULL","?","-5085","NULL","0","NULL","0","NULL","Sidereal: Varve Count","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"224010","Cameroon","14125","Confirmed Eruption","NULL","2","NULL","NULL","1871","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"224010","Cameroon","14134","Confirmed Eruption","South flank (2650 and 1500 m)","2","NULL","NULL","1999","NULL","3","NULL","28","NULL","Observations: Reported","NULL","1999","NULL","4","NULL","17","NULL"
"251020","Manam","14900","Confirmed Eruption","Main Crater, South Crater","2","?","NULL","1899","1","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"251020","Manam","14925","Confirmed Eruption","South Crater","2","NULL","NULL","1963","NULL","11","NULL","26","NULL","Observations: Reported","NULL","1964","NULL","4","NULL","16","15"
"251020","Manam","14934","Confirmed Eruption","South Crater, Main Crater","4","?","NULL","2004","NULL","10","NULL","24","NULL","Observations: Reported","NULL","2009","NULL","12","?","12","NULL"
"256010","Tinakula","15193","Confirmed Eruption","NULL","2","NULL","NULL","1869","NULL","3","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"256010","Tinakula","15202","Confirmed Eruption","Upper NW flank","2","NULL","NULL","1984","NULL","6","<","3","NULL","Observations: Reported","NULL","1985","NULL","6",">","13","NULL"
"257030","Ambae","15236","Confirmed Eruption","Lake Voui","2","NULL","NULL","1995","NULL","3","NULL","2","NULL","Observations: Reported","NULL","1995","NULL","3","?","3","NULL"
"257030","Ambae","22549","Confirmed Eruption","NULL","2","NULL","NULL","2023","NULL","12","NULL","11","NULL","Observations: Reported","NULL","2023","NULL","12","NULL","21","NULL"
"263340","Raung","16129","Confirmed Eruption","Central cone and NW crater wall","2","NULL","NULL","1927","NULL","8","NULL","2","NULL","Observations: Reported","NULL","1928","NULL","3","?","0","NULL"
"263340","Raung","16138","Confirmed Eruption","NULL","3","NULL","NULL","1956","NULL","2","NULL","13","NULL","Observations: Reported","NULL","1956","NULL","3","NULL","25","NULL"
"266110","Mahawu","16465","Confirmed Eruption","NULL","2","NULL","NULL","1789","NULL","12","NULL","31","365","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"284130","Fukutoku-Oka-no-Ba","18469","Confirmed Eruption","Submarine site","1","NULL","NULL","2010","NULL","2","NULL","3","NULL","Observations: Reported","NULL","2010","NULL","4","?","8","NULL"
"284170","Pagan","18503","Confirmed Eruption","North Pagan (west flank maar)","NULL","NULL","NULL","1340","100","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"284170","Pagan","18512","Confirmed Eruption","NULL","2","NULL","NULL","1925","NULL","2","NULL","0","NULL","Observations: Reported","NULL","1925","NULL","5","NULL","5","NULL"
"285020","Hokkaido-Komagatake","18571","Confirmed Eruption","NULL","2","NULL","NULL","1922","NULL","5","NULL","22","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"285020","Hokkaido-Komagatake","18580","Confirmed Eruption","1929 crater and summit crater fissure","1","NULL","NULL","1996","NULL","3","NULL","5","NULL","Observations: Reported","NULL","1996","NULL","3","?","12","NULL"
"290020","Raususan [Mendeleev]","18737","Confirmed Eruption","NE solfatara field","1","NULL","NULL","1880","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"255070","Savo","15181","Confirmed Eruption","NE crater margin","3","NULL","<","1568","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"257030","Ambae","15232","Confirmed Eruption","Lakes Voui and Manaro Ngoru","NULL","NULL","?","1530","NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"261270","Suoh","22570","Confirmed Eruption","Nirwana Crater","1","NULL","NULL","2024","NULL","5","NULL","24","NULL","Observations: Reported","NULL","2024","NULL","5","NULL","24","NULL"
"263340","Raung","16117","Confirmed Eruption","NULL","2","NULL","NULL","1890","NULL","7","NULL","0","NULL","Observations: Reported","NULL","1890","NULL","9","NULL","15","2"
"263340","Raung","16150","Confirmed Eruption","NULL","2","NULL","NULL","1991","NULL","9","NULL","10","NULL","Observations: Reported","NULL","1991","NULL","11","?","12","NULL"
"263340","Raung","22383","Confirmed Eruption","NULL","2","NULL","NULL","2021","NULL","1","NULL","21","NULL","Observations: Reported","NULL","2021","NULL","4","NULL","14","NULL"
"271080","Camiguin","16717","Confirmed Eruption","Hibok-Hibok","2","NULL","NULL","1862","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"284170","Pagan","18507","Confirmed Eruption","South Pagan","1","?","NULL","1864","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"284170","Pagan","18508","Confirmed Eruption","North Pagan","3","?","?","1873","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"285020","Hokkaido-Komagatake","18572","Confirmed Eruption","NULL","2","NULL","NULL","1923","NULL","2","NULL","27","NULL","Observations: Reported","NULL","1923","NULL","3","NULL","15","NULL"
"285020","Hokkaido-Komagatake","18575","Confirmed Eruption","SE and NE of Ansei Crater","4","NULL","NULL","1929","NULL","6","NULL","17","NULL","Observations: Reported","NULL","1929","NULL","9","NULL","6","NULL"
"290360","Chikurachki","18857","Confirmed Eruption","NULL","1","NULL","NULL","2005","NULL","3","NULL","12","NULL","Observations: Reported","NULL","2005","NULL","4","NULL","7","NULL"
"300020","Koshelev","18907","Confirmed Eruption","SE flank","3","^","NULL","1690","10","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"320060","Edziza","20430","Confirmed Eruption","SW flank of Ice Peak","3","NULL","NULL","950","6000","0","NULL","0","NULL","Radiogenic: Fission track","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"342060","Atitlan","10637","Confirmed Eruption","NULL","2","NULL","NULL","1663","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"351060","Purace","22451","Confirmed Eruption","Between Puracé and Curiquinga","1","NULL","NULL","2022","NULL","3","NULL","29","NULL","Observations: Reported","NULL","2022","NULL","3","NULL","29","NULL"
"351060","Purace","11338","Confirmed Eruption","NULL","2","?","NULL","1957","NULL","7","NULL","2","182","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"357080","Antuco","19911","Confirmed Eruption","NULL","2","NULL","NULL","1869","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"358020","Calbuco","12241","Confirmed Eruption","NULL","NULL","NULL","NULL","-4300","150","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"358020","Calbuco","20865","Confirmed Eruption","NULL","NULL","NULL","NULL","-6300","1035","NULL","NULL","NULL","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"211020","Vesuvius","13342","Confirmed Eruption","Summit and SW flank","3","?","NULL","1732","NULL","12","NULL","25","NULL","Observations: Reported","NULL","1737","NULL","6","NULL","4","NULL"
"211020","Vesuvius","13360","Confirmed Eruption","Summit and upper flanks","4","?","NULL","1875","NULL","12","NULL","18","NULL","Observations: Reported","NULL","1906","NULL","4","NULL","22","NULL"
"224004","Basile, Pico","14113","Confirmed Eruption","SE flank","NULL","NULL","?","1898","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"243100","Fonualei","14781","Confirmed Eruption","Summit, W and SE sides","2","NULL","NULL","1939","NULL","6","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"252080","Witori","15014","Confirmed Eruption","NULL","5","NULL","NULL","310","100","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"263200","Dieng Volcanic Complex","15767","Confirmed Eruption","Sikidang-Siterus (Telaga Lumut)","NULL","NULL","NULL","-500","75","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
